Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	mutation	NA	HRAS	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	mutation	NA	RET	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	mutation	NA	RET	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	mutation	NA	NTRK1	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	mutation	NA	NTRK3	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	HRAS	mutation	NA	KRAS	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	KRAS	mutation	NA	RET	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	KRAS	mutation	NA	RET	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	KRAS	mutation	NA	NTRK1	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	KRAS	mutation	NA	NTRK3	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	structural variation	NA	KRAS	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	HRAS	mutation	NA	RET	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	HRAS	mutation	NA	RET	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	HRAS	mutation	NA	NTRK1	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	HRAS	mutation	NA	NTRK3	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	structural variation	NA	HRAS	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	NTRK1	structural variation	NA	RET	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	NTRK3	structural variation	NA	RET	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	structural variation	NA	RET	mutation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	NTRK1	structural variation	NA	RET	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	NTRK3	structural variation	NA	RET	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	structural variation	NA	RET	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	NTRK1	structural variation	NA	NTRK3	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	structural variation	NA	NTRK1	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	structural variation	NA	NTRK3	structural variation	NA	"We observed that 69.6% of the PTC cases had genetic alterations leading to constitutive activation of the MAPK pathway, including point mutations of BRAF (80, 58.0%),KRAS genes and HRAS genes (4, 2.9%), RET genes (1, 0.7%), as well as gene fusions involving the RET (7, 5.1%), BRAF (1, 0.7%), and NTRK1 and NTRK3 tyrosine kinases (3, 2.2%). These mutations were almost mutually exclusive, suggesting that activation of a single effector of this pathway is sufficient for cell transformation."	Text mining	28507274
Bowel	Colorectal Adenocarcinoma	NA	ALK	structural variation	NA	KRAS	alteration	NA	"ALK rearrangements have been observed in 0.05%C2.5% of patients with colorectal cancers (CRCs) and are predicted to be oncogenic drivers largely mutually exclusive of KRAS, NRAS, or BRAF alterations. "	Text mining	28507204
Bowel	Colorectal Adenocarcinoma	NA	ALK	structural variation	NA	NRAS	alteration	NA	"ALK rearrangements have been observed in 0.05%C2.5% of patients with colorectal cancers (CRCs) and are predicted to be oncogenic drivers largely mutually exclusive of KRAS, NRAS, or BRAF alterations. "	Text mining	28507204
Bowel	Colorectal Adenocarcinoma	NA	ALK	structural variation	NA	BRAF	alteration	NA	"ALK rearrangements have been observed in 0.05%C2.5% of patients with colorectal cancers (CRCs) and are predicted to be oncogenic drivers largely mutually exclusive of KRAS, NRAS, or BRAF alterations. "	Text mining	28507204
Soft Tissue	Desmoid/Aggressive Fibromatosis	NA	APC	mutation	NA	CTNNB1	mutation	NA	"Alterations of APC and CTNNB1 mutations might therefore constitute an initial mutually exclusive alteration and could explain the tumorigenesis in 89% of cases of desmoid tumors, including sporadic and tumors developed in Gardners syndrome-associated cases."	Text mining	20232483
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	TP53	mutation	NA	"For example, consistently significant mutual-exclusivity relationship between PIK3CA and TP53 was shown in 4 cancers (BRCA, STAD, COAD, and HNSC), but none of those cancer types held a significant co-occurrence relationship between these 2 genes."	Text mining	28469388
Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	PIK3CA	mutation	NA	TP53	mutation	NA	"For example, consistently significant mutual-exclusivity relationship between PIK3CA and TP53 was shown in 4 cancers (BRCA, STAD, COAD, and HNSC), but none of those cancer types held a significant co-occurrence relationship between these 2 genes."	Text mining	28469388
Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	PIK3CA	mutation	NA	TP53	mutation	NA	"For example, consistently significant mutual-exclusivity relationship between PIK3CA and TP53 was shown in 4 cancers (BRCA, STAD, COAD, and HNSC), but none of those cancer types held a significant co-occurrence relationship between these 2 genes."	Text mining	28469388
Head and Neck	Head and Neck Squamous Cell Carcinoma	NA	PIK3CA	mutation	NA	TP53	mutation	NA	"For example, consistently significant mutual-exclusivity relationship between PIK3CA and TP53 was shown in 4 cancers (BRCA, STAD, COAD, and HNSC), but none of those cancer types held a significant co-occurrence relationship between these 2 genes."	Text mining	28469388
Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	BCOR	mutation	NA	YWHAE-NUTM2E	structural variation	NA	"B-cell lymphoma 6 corepressor (BCOR) gene internal tandem duplication (ITD) was identified as a recurrent somatic alteration in approximately 85% of CCSKs. This and the YWHAE-NUTM2B/E fusion, the second most common recurrent molecular alteration in CCSK (10%), are considered to be mutually exclusive. "	Text mining	28440018
Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	BCOR	mutation	NA	YWHAE-NUTM2B	structural variation	NA	"B-cell lymphoma 6 corepressor (BCOR) gene internal tandem duplication (ITD) was identified as a recurrent somatic alteration in approximately 85% of CCSKs. This and the YWHAE-NUTM2B/E fusion, the second most common recurrent molecular alteration in CCSK (10%), are considered to be mutually exclusive. "	Text mining	28440018
Multiple Tissues	Pancancer	NA	STAG1	mutation	NA	STAG2	mutation	NA	We provide strong evidence that STAG1 is a promising therapeutic target in cancers with inactivating alterations of STAG2	Text mining	28430577
Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	BAP1	mutation	NA	PBRM1	mutation	NA	"While we cannot exclude that mutation co-occurrence rates may be affected by epigenetic changes (or other factors), these data suggest that simultaneous mutations in BAP1 and PBRM1 are negatively selected for in ccRCC."	Text mining	23832661
Prostate	Prostate Adenocarcinoma	NA	SPOP	mutation	NA	TMPRSS2-ERG	structural variation	NA	"Thus, our finding that ERG is a degradation substrate of SPOP provides a plausible explanation for the mutual exclusivity of these two genetic alterations in prostate cancer."	Text mining	26344096
Myeloid	Myeloid Neoplasm	Myeloproliferative Neoplasms	CALR	mutation	NA	MPL	mutation	NA	"All mutated patients were diagnosed with MPN being either PMF or ET. Nine cases had type 1 mutations and 5 cases had type 2 mutations. CALR exon 9, MPL exon 10 and JAK2 p. V617F were mutually exclusive."	Text mining	28411309
Myeloid	Myeloid Neoplasm	Myeloproliferative Neoplasms	CALR	mutation	NA	JAK2	mutation	V617F	"All mutated patients were diagnosed with MPN being either PMF or ET. Nine cases had type 1 mutations and 5 cases had type 2 mutations. CALR exon 9, MPL exon 10 and JAK2 p. V617F were mutually exclusive."	Text mining	28411309
Myeloid	Myeloid Neoplasm	Myeloproliferative Neoplasms	JAK2	mutation	V617F	MPL	mutation	NA	"All mutated patients were diagnosed with MPN being either PMF or ET. Nine cases had type 1 mutations and 5 cases had type 2 mutations. CALR exon 9, MPL exon 10 and JAK2 p. V617F were mutually exclusive."	Text mining	28411309
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	DNMT3A	mutation	NA	IDH1	mutation	NA	Mutations in IDH and DNMT3A had opposing and mutually exclusive effects on the epigenome.	Text mining	28408400
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ETV6	copy number loss	NA	IKZF1	copy number loss	NA	"None of the cases with CNA in ETV6 showed concomitant CNA in IKZF1 or RB1, while cases with CNA in EBF1 lacked concomitant CNA in JAK2, indicating that these CNA were mutually exclusive."	Text mining	28401483
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	ETV6	copy number loss	NA	RB1	copy number loss	NA	"None of the cases with CNA in ETV6 showed concomitant CNA in IKZF1 or RB1, while cases with CNA in EBF1 lacked concomitant CNA in JAK2, indicating that these CNA were mutually exclusive."	Text mining	28401483
Myeloid	Myeloid Neoplasm	Acute Myeloid Leukemia	EBF1	copy number loss	NA	JAK2	copy number loss	NA	"None of the cases with CNA in ETV6 showed concomitant CNA in IKZF1 or RB1, while cases with CNA in EBF1 lacked concomitant CNA in JAK2, indicating that these CNA were mutually exclusive."	Text mining	28401483
Prostate	Prostate Adenocarcinoma	NA	ERG	structural variation	NA	ETV1	structural variation	NA	"ETS family gene fusions are common in prostate cancer and molecularly define a tumor subset. ERG is the most commonly rearranged, leading to its overexpression, followed by ETV1, ETV4, and ETV3, and these alterations are generally mutually exclusive."	Text mining	28341589
Prostate	Prostate Adenocarcinoma	NA	ERG	structural variation	NA	ETV4	structural variation	NA	"ETS family gene fusions are common in prostate cancer and molecularly define a tumor subset. ERG is the most commonly rearranged, leading to its overexpression, followed by ETV1, ETV4, and ETV3, and these alterations are generally mutually exclusive."	Text mining	28341589
Prostate	Prostate Adenocarcinoma	NA	ERG	structural variation	NA	ETV5	structural variation	NA	"ETS family gene fusions are common in prostate cancer and molecularly define a tumor subset. ERG is the most commonly rearranged, leading to its overexpression, followed by ETV1, ETV4, and ETV3, and these alterations are generally mutually exclusive."	Text mining	28341589
Prostate	Prostate Adenocarcinoma	NA	ETV1	structural variation	NA	ETV4	structural variation	NA	"ETS family gene fusions are common in prostate cancer and molecularly define a tumor subset. ERG is the most commonly rearranged, leading to its overexpression, followed by ETV1, ETV4, and ETV3, and these alterations are generally mutually exclusive."	Text mining	28341589
Prostate	Prostate Adenocarcinoma	NA	ETV1	structural variation	NA	ETV5	structural variation	NA	"ETS family gene fusions are common in prostate cancer and molecularly define a tumor subset. ERG is the most commonly rearranged, leading to its overexpression, followed by ETV1, ETV4, and ETV3, and these alterations are generally mutually exclusive."	Text mining	28341589
Prostate	Prostate Adenocarcinoma	NA	ETV4	structural variation	NA	ETV5	structural variation	NA	"ETS family gene fusions are common in prostate cancer and molecularly define a tumor subset. ERG is the most commonly rearranged, leading to its overexpression, followed by ETV1, ETV4, and ETV3, and these alterations are generally mutually exclusive."	Text mining	28341589
Myeloid	Myeloid Neoplasm	Myeloproliferative Neoplasms	BCR-ABL	structural variation	NA	JAK2	mutation	NA	"Genetic lesions such as JAK2 mutations and BCR-ABL translocation are often mutually exclusive in MPN patients and lead to essential thrombocythemia, polycythemia vera, or myelofibrosis or chronic myeloid leukemia, respectively."	Text mining	28335073
Eye	Ocular Melanoma	Uveal Melanoma	GNA11	mutation	NA	GNAQ	mutation	NA	"In previous studies, these GNAQ and GNA11 mutations were mutually exclusive, and this was also observed in our results."	Text mining	28248732
Bowel	Colorectal Adenocarcinoma	NA	KRAS	mutation	NA	NRAS	mutation	NA	NRAS mutations have been previously reported to have a strong association with KRAS wild type (p = 0.001) and are generally found to be mutually exclusive with KRAS mutations.	Text mining	28222664
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	NA	KRAS	mutation	NA	Significance was noted in coexistence of KRAS with APC (p =0.024) and mutual exclusion of KRAS with BRAF (p = 0.029).	Text mining	28222664
Bowel	Colorectal Adenocarcinoma	NA	BRAF	mutation	NA	NRAS	mutation	NA	NRAS mutations were mutually exclusive with BRAF and PIK3CA mutations.	Text mining	28222664
Bowel	Colorectal Adenocarcinoma	NA	NRAS	mutation	NA	PIK3CA	mutation	NA	NRAS mutations were mutually exclusive with BRAF and PIK3CA mutations.	Text mining	28222664
Lung	Non-Small Cell Lung Cancer	NA	ALK	structural variation	NA	EGFR	mutation	NA	"In contrast to the reports mentioned above, we found no cases of coexisting EGFR mutations and ALK rearrangements across 1,687 screened specimens, supporting the mutual exclusivity of these 2 genetic alterations."	Text mining	23729361
Lung	Non-Small Cell Lung Cancer	NA	ALK	structural variation	NA	KRAS	mutation	NA	Functional ALK rearrangements were mutually exclusive with EGFR and KRAS mutations in a large Western patient population.	Text mining	23729361
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	NA	"The well-known example of negative correlation of mutations in EGFR and KRAS1 was confirmed in this study (P < 1  10-07), with no sample having mutations in both genes."	Text mining	18948947
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	STK11	mutation	NA	"We also found negative correlation between mutations in EGFR and STK11 (P = 7  10-06), consistent with a previous report."	Text mining	18948947
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	KRAS	mutation	NA	LKB1 mutations associated with smoking history (P=0.007) and KRAS mutations (P=0.042) were almost mutually exclusive with EGFR mutations (P=0.002)	Text mining	18594528
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	STK11	mutation	NA	"Taken together our findings suggest that unlike KRAS, mutations in EGFR and LKB1 are mutually exclusive in NSCLC."	Text mining	18594528
Prostate	Prostate Adenocarcinoma	NA	PLK4	copy number loss	NA	PTEN	copy number loss	NA	Another mutually exclusive deletion pattern in PCa points to an interaction between PTEN and polo-like kinase 4 (PLK4)	Text mining	28166537
Prostate	Prostate Adenocarcinoma	NA	BRCA1	copy number loss	NA	PARP1	copy number loss	NA	The well-established synthetic lethal interaction of BRCA1/PARP1 provides a measure of validation for our approach since a mutually exclusive deletion pattern of BRCA1 and PARP1 is readily observed in the PCa TCGA database.	Text mining	28166537
Prostate	Prostate Adenocarcinoma	NA	CHD1	copy number loss	NA	PTEN	copy number loss	NA	"Together, these data support the view that CHD1 is a synthetic essential gene required for tumor growth of PTEN-null PCa, C a functional relationship consistent with the mutually exclusive pattern of PTEN and CHD1 deletions."	Text mining	28166537
Bowel	Colorectal Adenocarcinoma	NA	CHD1	copy number loss	NA	PTEN	copy number loss	NA	"In addition to PCa, the mutually exclusive deletion pattern of PTEN and CHD1 is also present in breast and colorectal adenocarcinoma."	Text mining	28166537
Breast	Invasive Breast Carcinoma	NA	CHD1	copy number loss	NA	PTEN	copy number loss	NA	"In addition to PCa, the mutually exclusive deletion pattern of PTEN and CHD1 is also present in breast and colorectal adenocarcinoma."	Text mining	28166537
Lung	Non-Small Cell Lung Cancer	NA	KRAS	mutation	NA	MET	mutation	NA	" Interestingly, MET exon 14 mutations are mutually exclusive with other frequently occurring genomic alterations in lung cancer (such as activating mutations in KRAS, EGFR, HER2, BRAF and rearrangement in ALK, ROS1 and RET), suggesting the oncogenic relevance of this specific Met alteration. "	Text mining	28164087
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	MET	mutation	NA	" Interestingly, MET exon 14 mutations are mutually exclusive with other frequently occurring genomic alterations in lung cancer (such as activating mutations in KRAS, EGFR, HER2, BRAF and rearrangement in ALK, ROS1 and RET), suggesting the oncogenic relevance of this specific Met alteration. "	Text mining	28164087
Lung	Non-Small Cell Lung Cancer	NA	ERBB2	mutation	NA	MET	mutation	NA	" Interestingly, MET exon 14 mutations are mutually exclusive with other frequently occurring genomic alterations in lung cancer (such as activating mutations in KRAS, EGFR, HER2, BRAF and rearrangement in ALK, ROS1 and RET), suggesting the oncogenic relevance of this specific Met alteration. "	Text mining	28164087
Lung	Non-Small Cell Lung Cancer	NA	BRAF	mutation	NA	MET	mutation	NA	" Interestingly, MET exon 14 mutations are mutually exclusive with other frequently occurring genomic alterations in lung cancer (such as activating mutations in KRAS, EGFR, HER2, BRAF and rearrangement in ALK, ROS1 and RET), suggesting the oncogenic relevance of this specific Met alteration. "	Text mining	28164087
Lung	Non-Small Cell Lung Cancer	NA	ALK	structural variation	NA	MET	mutation	NA	" Interestingly, MET exon 14 mutations are mutually exclusive with other frequently occurring genomic alterations in lung cancer (such as activating mutations in KRAS, EGFR, HER2, BRAF and rearrangement in ALK, ROS1 and RET), suggesting the oncogenic relevance of this specific Met alteration. "	Text mining	28164087
Lung	Non-Small Cell Lung Cancer	NA	MET	mutation	NA	ROS1	structural variation	NA	" Interestingly, MET exon 14 mutations are mutually exclusive with other frequently occurring genomic alterations in lung cancer (such as activating mutations in KRAS, EGFR, HER2, BRAF and rearrangement in ALK, ROS1 and RET), suggesting the oncogenic relevance of this specific Met alteration. "	Text mining	28164087
