Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Breast	Invasive Breast Carcinoma	NA	JAK2	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	JAK2	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ENPP2	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ESYT1	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ESYT1	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	TMEM132D	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	TMEM132D	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	COL1A2	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	COL1A2	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3R1	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	GPS2	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	GPS2	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	ZNF536	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	ZNF536	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	DLGAP4	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	GTSE1	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	GTSE1	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	SHD	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	SHD	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	TLE6	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	KCNH7	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	KCNH7	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	MEFV	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CNTNAP4	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CNTNAP4	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CCDC146	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CCDC146	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	ZFP28	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	ZFP28	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	LPHN2	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	ZNF438	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	ZNF438	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	MAST1	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	MAST1	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FAM179A	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FAM179A	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	RGAG1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	RGAG1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	MYH6	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	MYH6	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CHGB	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	GRIN2B	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	GRIN2B	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CUL7	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	MST1L	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	MST1L	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	ZFPM2	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CBLB	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CBLB	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PTEN	copy number loss	NA	RPGR	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	PREX2	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PREX2	mutation	NA	PTEN	copy number loss	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11	copy number gain	NA	IGF1R	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11	copy number gain	NA	RUNX1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	TRABD2A	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	IGF1R	copy number gain	NA	TRABD2A	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	TRABD2A	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	COL23A1	mutation	NA	IGF1R	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	SAGE1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	PGBD5	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	IGF1R	copy number gain	NA	PGBD5	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	SLC26A9	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CFAP61	mutation	NA	IGF1R	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	MAGEC1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	ADAMTS1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ADAMTS1	mutation	NA	IGF1R	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ADAMTS1	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ENPP2	mutation	NA	IGF1R	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	ABCC12	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	CDHR1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CDHR1	mutation	NA	IGF1R	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CDHR1	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	COL17A1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	VPS18	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	IGF1R	copy number gain	NA	VPS18	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	LRRC16B	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	IGF1R	copy number gain	NA	LRRC16B	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	PIP4K2C	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	PIP4K2C	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	PIP4K2C	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	TRABD2A	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	KIF17	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	KCNT1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	KCNT1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	PGBD5	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	PRDM1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	PRDM1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	PRDM1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	ARHGAP11A	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ARHGAP11A	mutation	NA	FGF2	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ARHGAP11A	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	EGFR	mutation	NA	FGF2	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	TMEM132D	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	TMEM132D	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	LRRC16B	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	ABCA8	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ABCA8	mutation	NA	FGF2	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	LETM1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	LETM1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	LETM1	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	COL17A1	mutation	NA	FGF2	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	LPO	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	LPO	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	PRKRIR	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	PRKRIR	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	PIK3CA	mutation	NA	PRKRIR	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CDHR1	mutation	NA	FGF2	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	QRICH2	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	QRICH2	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ATP4A	mutation	NA	FGF2	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	CCDC185	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CCDC185	mutation	NA	IGF1R	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	CCDC185	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	IGF1R	copy number gain	NA	SYCP2	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	AKT1	mutation	NA	KRT17	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	AKT1	mutation	NA	OPRM1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	AKT1	mutation	NA	ZFR	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	ABCC12	mutation	NA	AKT1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	AKT1	mutation	NA	COL17A1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	AKT1	mutation	NA	MAGEC1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	IARS	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	IARS	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	IARS	mutation	NA	PIK3CA	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	ZNF438	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	FGF2	copy number gain	NA	ZNF438	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	8p11.23	copy number gain	NA	AMPD1	mutation	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
Breast	Invasive Breast Carcinoma	NA	AMPD1	mutation	NA	FGF2	copy number gain	NA	"CoMEt, The BRCA dataset contains whole-exome and copy number array data in 507 BRCA patients and 375 genes from TCGA."	Algorithm	26253137
